GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
8436	1.76e-149	2.91e-151	0.0817	-26.196479	-2.139935	700.74	CAVIN2	caveolae associated protein 2
928	1.82e-149	3.02e-151	0.0458	-26.195119	-1.198806	3870.56	CD9	CD9 molecule
5106	7.64e-149	1.28e-150	0.0541	26.140146	1.413991	2012.39	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial
1301	8.11e-149	1.36e-150	0.1003	26.1377	2.620491	430.52	COL11A1	collagen type XI alpha 1 chain
56034	1.35e-148	2.27e-150	0.0394	26.118141	1.029043	3598.75	PDGFC	platelet derived growth factor C
1839	6.50e-148	1.10e-149	0.0857	26.057777	2.23226	603.35	HBEGF	heparin binding EGF like growth factor
3958	1.11e-146	1.88e-148	0.0448	-25.948729	-1.163381	4136.17	LGALS3	galectin 3
8609	5.96e-146	1.01e-147	0.0529	25.88378	1.368675	1603.32	KLF7	KLF transcription factor 7
5328	1.25e-145	2.14e-147	0.0521	-25.854908	-1.347327	1715.32	PLAU	plasminogen activator, urokinase
27286	2.46e-145	4.21e-147	0.0682	25.828804	1.762536	921.29	SRPX2	sushi repeat containing protein X-linked 2
6675	4.47e-145	7.69e-147	0.0404	25.80553	1.042127	4049.45	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
3490	1.37e-144	2.37e-146	0.0401	25.761848	1.032911	6304.46	IGFBP7	insulin like growth factor binding protein 7
57194	4.37e-144	7.59e-146	0.0453	25.716795	1.16529	2291.88	ATP10A	ATPase phospholipid transporting 10A (putative)
5452	1.01e-143	1.76e-145	0.0993	25.68412	2.55116	482.59	POU2F2	POU class 2 homeobox 2
196	1.42e-143	2.48e-145	0.058	-25.670713	-1.489326	1412.94	AHR	aryl hydrocarbon receptor
152007	3.99e-143	7.00e-145	0.0699	25.630382	1.790687	1116.06	GLIPR2	GLI pathogenesis related 2
25907	4.45e-143	7.83e-145	0.0696	-25.625994	-1.782289	1298.89	TMEM158	transmembrane protein 158
47	8.83e-143	1.56e-144	0.038	25.599129	0.972186	9704.74	ACLY	ATP citrate lyase
115207	1.15e-142	2.04e-144	0.0604	-25.588682	-1.546641	1304.53	KCTD12	potassium channel tetramerization domain containing 12
4677	1.27e-142	2.26e-144	0.0375	25.584726	0.960628	4419.96	NARS1	asparaginyl-tRNA synthetase 1
64175	3.35e-141	5.98e-143	0.0451	25.456522	1.148161	3178.63	P3H1	prolyl 3-hydroxylase 1
340527	4.75e-141	8.50e-143	0.1412	-25.442696	-3.591483	381.77	NHSL2	NHS like 2
83729	6.12e-141	1.10e-142	0.1492	25.432587	3.794802	299.54	INHBE	inhibin subunit beta E
342184	2.60e-140	4.69e-142	0.0624	-25.375593	-1.584057	1383.13	FMN1	formin 1
5351	4.53e-140	8.21e-142	0.0364	25.353581	0.92314	7734.59	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
6526	6.15e-140	1.12e-141	0.0611	-25.341389	-1.547105	1207.49	SLC5A3	solute carrier family 5 member 3
9510	6.42e-140	1.17e-141	0.0506	-25.339604	-1.281287	3362.89	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
6510	6.23e-139	1.14e-140	0.0424	25.24976	1.069496	2960.86	SLC1A5	solute carrier family 1 member 5
83857	1.52e-137	2.80e-139	0.0889	-25.122859	-2.234241	598.67	TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1
64388	8.28e-136	1.53e-137	0.1421	-24.963436	-3.546854	370.09	GREM2	gremlin 2, DAN family BMP antagonist
92745	1.41e-135	2.61e-137	0.0708	24.941908	1.76601	827.5	SLC38A5	solute carrier family 38 member 5
29785	1.16e-134	2.15e-136	0.1063	-24.857451	-2.642378	455.37	CYP2S1	cytochrome P450 family 2 subfamily S member 1
3376	1.31e-134	2.45e-136	0.0351	24.852232	0.873199	7835.74	IARS1	isoleucyl-tRNA synthetase 1
23231	1.50e-134	2.80e-136	0.0453	24.84676	1.125612	2251.23	SEL1L3	SEL1L family member 3
79026	1.70e-134	3.19e-136	0.0344	-24.841623	-0.855238	46255.31	AHNAK	AHNAK nucleoprotein
109729127	1.03e-133	1.93e-135	0.1124	24.769042	2.78343	356.4	KRT7-AS	KRT7 antisense RNA 1
1959	2.26e-133	4.26e-135	0.1712	24.737189	4.235233	275.97	EGR2	early growth response 2
3315	3.24e-133	6.13e-135	0.0457	24.722474	1.128611	6769.26	HSPB1	heat shock protein family B (small) member 1
3880	8.98e-133	1.71e-134	0.0737	-24.681112	-1.818602	919.56	KRT19	keratin 19
6495	1.77e-132	3.38e-134	0.0794	-24.653505	-1.957621	693.07	SIX1	SIX homeobox 1
6897	5.45e-132	1.04e-133	0.0376	24.607786	0.926472	4727.49	TARS1	threonyl-tRNA synthetase 1
10096	1.63e-131	3.13e-133	0.0374	24.563158	0.918553	6604.39	ACTR3	actin related protein 3
7371	2.82e-131	5.43e-133	0.0581	24.540746	1.424818	1343.04	UCK2	uridine-cytidine kinase 2
5831	6.88e-130	1.33e-131	0.0487	24.410285	1.188731	2159.62	PYCR1	pyrroline-5-carboxylate reductase 1
7035	2.20e-129	4.27e-131	0.0588	-24.362508	-1.433195	1339.69	TFPI	tissue factor pathway inhibitor
3690	2.43e-129	4.73e-131	0.0647	24.358319	1.576899	1087.37	ITGB3	integrin subunit beta 3
55603	5.72e-129	1.12e-130	0.0424	24.323161	1.030837	3433.21	TENT5A	terminal nucleotidyltransferase 5A
3489	1.26e-128	2.46e-130	0.0442	-24.29067	-1.073311	4217.22	IGFBP6	insulin like growth factor binding protein 6
93649	1.32e-128	2.59e-130	0.1285	24.288489	3.12015	312.55	MYOCD	myocardin
79730	4.60e-128	9.07e-130	0.0695	24.236996	1.685176	790.64	NSUN7	NOP2/Sun RNA methyltransferase family member 7
1978	8.58e-128	1.69e-129	0.0637	24.21122	1.543037	1682.63	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
4837	8.66e-128	1.72e-129	0.0449	24.21069	1.086644	2829.84	NNMT	nicotinamide N-methyltransferase
84869	1.63e-127	3.24e-129	0.0519	24.184435	1.254393	1636.09	CBR4	carbonyl reductase 4
11260	3.67e-127	7.32e-129	0.034	24.150828	0.820065	6369.12	XPOT	exportin for tRNA
8614	3.57e-126	7.14e-128	0.0369	24.056494	0.88784	5836.21	STC2	stanniocalcin 2
9394	3.74e-126	7.51e-128	0.0934	-24.05439	-2.245737	543.39	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
649	4.99e-126	1.01e-127	0.0487	24.042292	1.1713	2364.87	BMP1	bone morphogenetic protein 1
7171	3.13e-125	6.32e-127	0.0316	23.965801	0.757104	43833.3	TPM4	tropomyosin 4
3313	5.95e-125	1.21e-126	0.0356	23.938905	0.852279	5157.35	HSPA9	heat shock protein family A (Hsp70) member 9
9709	1.80e-124	3.67e-126	0.0428	23.892434	1.023712	3060.8	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
1728	2.22e-124	4.53e-126	0.0429	-23.88366	-1.024869	3699.1	NQO1	NAD(P)H quinone dehydrogenase 1
5329	5.89e-124	1.21e-125	0.0556	23.842696	1.324968	1572.27	PLAUR	plasminogen activator, urokinase receptor
4363	1.82e-123	3.73e-125	0.0453	-23.795349	-1.076782	2932.39	ABCC1	ATP binding cassette subfamily C member 1
79633	3.71e-123	7.65e-125	0.0738	-23.765214	-1.754915	835.84	FAT4	FAT atypical cadherin 4
55076	1.43e-122	2.96e-124	0.0677	23.708366	1.60424	847.69	TMEM45A	transmembrane protein 45A
9388	2.78e-122	5.75e-124	0.1545	23.680329	3.657965	256.05	LIPG	lipase G, endothelial type
4189	3.46e-122	7.19e-124	0.071	23.670924	1.681135	806.72	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
9358	4.17e-122	8.70e-124	0.0436	23.662863	1.031103	5728.64	ITGBL1	integrin subunit beta like 1
5980	2.38e-121	4.97e-123	0.0534	-23.589217	-1.259976	1696.21	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
219	2.56e-121	5.37e-123	0.0682	23.585952	1.608995	855.45	ALDH1B1	aldehyde dehydrogenase 1 family member B1
92126	2.66e-121	5.60e-123	0.0619	-23.584155	-1.458731	1261.56	DSEL	dermatan sulfate epimerase like
8870	3.38e-121	7.14e-123	0.0519	23.573925	1.222694	2254.89	IER3	immediate early response 3
9361	1.62e-120	3.44e-122	0.052	23.507261	1.222233	2217.75	LONP1	lon peptidase 1, mitochondrial
2744	3.78e-120	8.02e-122	0.0399	23.471242	0.937464	4589.71	GLS	glutaminase
51400	4.67e-120	9.94e-122	0.058	23.462154	1.359858	1174.57	PPME1	protein phosphatase methylesterase 1
400550	5.15e-120	1.10e-121	0.083	-23.457842	-1.947082	623.45	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
6648	8.38e-120	1.80e-121	0.053	-23.436962	-1.242909	3317.79	SOD2	superoxide dismutase 2
7494	1.03e-119	2.20e-121	0.0384	23.428254	0.898565	3700.5	XBP1	X-box binding protein 1
144455	1.47e-119	3.17e-121	0.045	23.412721	1.053894	2597.91	E2F7	E2F transcription factor 7
3685	2.12e-119	4.57e-121	0.0448	23.39712	1.049174	4315.67	ITGAV	integrin subunit alpha V
9188	5.02e-119	1.09e-120	0.0435	23.360134	1.01602	2797	DDX21	DExD-box helicase 21
8829	1.01e-118	2.19e-120	0.0325	-23.330096	-0.75809	8203.4	NRP1	neuropilin 1
10335	1.85e-118	4.03e-120	0.0669	-23.304124	-1.559018	943.19	IRAG1	inositol 1,4,5-triphosphate receptor associated 1
4239	3.39e-117	7.42e-119	0.0475	23.178984	1.099982	4162.12	MFAP4	microfibril associated protein 4
6566	9.09e-117	1.99e-118	0.0493	23.136385	1.14029	1830.16	SLC16A1	solute carrier family 16 member 1
9955	1.05e-116	2.32e-118	0.0754	23.129913	1.743151	662.48	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1
8844	1.22e-115	2.68e-117	0.0835	23.023929	1.922692	607.82	KSR1	kinase suppressor of ras 1
10611	4.16e-115	9.21e-117	0.0413	22.970437	0.948414	3632.71	PDLIM5	PDZ and LIM domain 5
5538	5.90e-115	1.31e-116	0.0394	22.955146	0.903802	4073.64	PPT1	palmitoyl-protein thioesterase 1
4141	2.48e-114	5.53e-116	0.0433	22.892427	0.99077	4110.7	MARS1	methionyl-tRNA synthetase 1
7169	6.03e-114	1.35e-115	0.0401	22.853572	0.916413	18285.74	TPM2	tropomyosin 2
9353	7.78e-114	1.74e-115	0.0697	-22.842342	-1.593087	1090.68	SLIT2	slit guidance ligand 2
151887	2.23e-113	5.00e-115	0.0401	22.796239	0.915058	9351.15	CCDC80	coiled-coil domain containing 80
55679	5.20e-113	1.17e-114	0.0859	22.758961	1.954119	551.37	LIMS2	LIM zinc finger domain containing 2
8061	7.34e-113	1.66e-114	0.0578	-22.743683	-1.314726	1256.74	FOSL1	FOS like 1, AP-1 transcription factor subunit
64759	2.02e-112	4.58e-114	0.0443	-22.699013	-1.005165	2506.44	TNS3	tensin 3
205	2.37e-112	5.39e-114	0.0664	22.691864	1.507143	938.78	AK4	adenylate kinase 4
9162	4.03e-112	9.17e-114	0.0877	22.668498	1.987397	485.26	DGKI	diacylglycerol kinase iota
84706	7.20e-112	1.64e-113	0.0631	22.642761	1.429504	1008.88	GPT2	glutamic--pyruvic transaminase 2
8515	1.45e-111	3.33e-113	0.1181	-22.611654	-2.669455	371.5	ITGA10	integrin subunit alpha 10
6382	2.23e-111	5.12e-113	0.061	22.592611	1.377304	1182.58	SDC1	syndecan 1
81539	3.29e-111	7.56e-113	0.0404	22.575385	0.911252	5234.84	SLC38A1	solute carrier family 38 member 1
7881	7.23e-111	1.67e-112	0.0496	22.540354	1.118387	2013.75	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1
64866	1.08e-110	2.50e-112	0.0612	-22.522504	-1.379373	1176.98	CDCP1	CUB domain containing protein 1
2526	2.12e-110	4.93e-112	0.0918	22.492355	2.064261	537.28	FUT4	fucosyltransferase 4
29940	1.04e-109	2.42e-111	0.0523	22.421583	1.173192	2092.54	DSE	dermatan sulfate epimerase
3755	1.13e-109	2.64e-111	0.1045	22.417781	2.343284	423.17	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
710	3.13e-109	7.31e-111	0.0492	-22.372374	-1.101545	1854.71	SERPING1	serpin family G member 1
8325	3.94e-109	9.26e-111	0.0861	22.361871	1.925534	565.88	FZD8	frizzled class receptor 8
11080	6.54e-109	1.54e-110	0.0544	22.339147	1.215333	1389.26	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
79971	7.06e-109	1.67e-110	0.0471	-22.335629	-1.052204	2126.11	WLS	Wnt ligand secretion mediator
8200	1.14e-108	2.70e-110	0.1802	-22.314098	-4.020615	289.72	GDF5	growth differentiation factor 5
93663	3.75e-108	8.89e-110	0.0608	-22.260682	-1.353886	1171.29	ARHGAP18	Rho GTPase activating protein 18
7167	4.74e-108	1.13e-109	0.0408	22.250002	0.906755	8708.09	TPI1	triosephosphate isomerase 1
100628315	4.82e-108	1.15e-109	0.0647	22.249131	1.440127	989.2	DNM3OS	DNM3 opposite strand/antisense RNA
10257	1.05e-107	2.52e-109	0.0614	-22.213928	-1.364035	1065.41	ABCC4	ATP binding cassette subfamily C member 4
57120	1.25e-107	3.00e-109	0.0499	22.206024	1.107695	1954.11	GOPC	golgi associated PDZ and coiled-coil motif containing
4249	1.69e-107	4.06e-109	0.0648	-22.192491	-1.437166	1099.9	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
715	2.05e-107	4.94e-109	0.0342	-22.183658	-0.758303	6721.46	C1R	complement C1r
27230	2.10e-107	5.08e-109	0.0468	22.182379	1.038407	3361.2	SERP1	stress associated endoplasmic reticulum protein 1
5798	2.54e-107	6.16e-109	0.0941	22.173728	2.087061	455.92	PTPRN	protein tyrosine phosphatase receptor type N
100131897	2.57e-107	6.23e-109	0.0686	22.173177	1.521812	833.75	INSYN2B	inhibitory synaptic factor family member 2B
5947	2.91e-107	7.10e-109	0.0974	22.167361	2.159547	436.59	RBP1	retinol binding protein 1
23187	4.17e-107	1.02e-108	0.0428	22.151055	0.947701	3850.65	PHLDB1	pleckstrin homology like domain family B member 1
6745	5.90e-107	1.45e-108	0.0391	22.135304	0.865079	3880.25	SSR1	signal sequence receptor subunit 1
90102	6.61e-107	1.62e-108	0.055	22.130109	1.217482	1794.52	PHLDB2	pleckstrin homology like domain family B member 2
83667	1.27e-106	3.12e-108	0.0581	22.100608	1.284962	1475.37	SESN2	sestrin 2
11135	2.86e-106	7.06e-108	0.058	22.063669	1.279453	1730.8	CDC42EP1	CDC42 effector protein 1
50863	4.00e-106	9.90e-108	0.0501	22.048363	1.104086	2723.9	NTM	neurotrimin
388610	5.61e-106	1.39e-107	0.0739	-22.032975	-1.627918	838.41	TRNP1	TMF1 regulated nuclear protein 1
1021	1.31e-105	3.25e-107	0.0446	21.99456	0.980158	2528.03	CDK6	cyclin dependent kinase 6
54843	1.53e-105	3.81e-107	0.1124	-21.987248	-2.471404	378.42	SYTL2	synaptotagmin like 2
10970	3.59e-105	8.97e-107	0.04	21.948406	0.877549	10871.62	CKAP4	cytoskeleton associated protein 4
135228	4.86e-105	1.22e-106	0.0417	-21.934477	-0.914314	3634.43	CD109	CD109 molecule
2683	1.10e-104	2.78e-106	0.0409	21.896991	0.896152	3219.44	B4GALT1	beta-1,4-galactosyltransferase 1
2058	1.21e-104	3.05e-106	0.0383	21.892709	0.838204	6209.05	EPRS1	glutamyl-prolyl-tRNA synthetase 1
105377105	1.75e-104	4.42e-106	0.092	21.875751	2.012468	447.55	FLNB-AS1	FLNB antisense RNA 1
387758	1.96e-104	4.95e-106	0.0893	21.870573	1.952167	530.98	FIBIN	fin bud initiation factor homolog
9871	2.07e-104	5.25e-106	0.0363	21.867959	0.794699	5099.72	SEC24D	SEC24 homolog D, COPII coat complex component
50515	7.25e-104	1.84e-105	0.1135	21.81049	2.475784	327.86	CHST11	carbohydrate sulfotransferase 11
5479	7.37e-104	1.88e-105	0.0382	21.809641	0.833124	6217.4	PPIB	peptidylprolyl isomerase B
4862	8.65e-104	2.21e-105	0.0753	21.80222	1.640879	678.01	NPAS2	neuronal PAS domain protein 2
468	9.95e-104	2.55e-105	0.0346	21.79567	0.753889	7862.25	ATF4	activating transcription factor 4
3589	1.47e-103	3.78e-105	0.1871	21.777642	4.074764	832.98	IL11	interleukin 11
4856	1.59e-103	4.11e-105	0.141	-21.773843	-3.069808	302.47	CCN3	cellular communication network factor 3
6472	2.82e-103	7.29e-105	0.0405	21.747557	0.879804	3742.47	SHMT2	serine hydroxymethyltransferase 2
23141	2.97e-103	7.69e-105	0.0497	21.745084	1.079796	1784.36	ANKLE2	ankyrin repeat and LEM domain containing 2
9411	2.49e-102	6.47e-104	0.0533	-21.647143	-1.15297	1731.35	ARHGAP29	Rho GTPase activating protein 29
3703	3.04e-102	7.92e-104	0.0404	21.637824	0.87446	4333.98	STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A
55915	3.43e-102	8.94e-104	0.0773	21.632221	1.672446	713.93	LANCL2	LanC like glutathione S-transferase 2
4637	3.99e-102	1.04e-103	0.0375	21.625073	0.810111	16024.96	MYL6	myosin light chain 6
5099	5.01e-102	1.31e-103	0.0694	-21.614455	-1.499679	846.75	PCDH7	protocadherin 7
60312	6.53e-102	1.72e-103	0.0408	21.602101	0.881144	3406.01	AFAP1	actin filament associated protein 1
1739	8.91e-102	2.35e-103	0.0499	21.587647	1.077417	1720.96	DLG1	discs large MAGUK scaffold protein 1
7204	1.61e-101	4.24e-103	0.0342	21.560292	0.738278	6618.47	TRIO	trio Rho guanine nucleotide exchange factor
23541	2.09e-101	5.54e-103	0.0902	21.547901	1.943313	531.55	SEC14L2	SEC14 like lipid binding 2
4053	2.22e-101	5.88e-103	0.0274	21.545169	0.589371	53953.97	LTBP2	latent transforming growth factor beta binding protein 2
4217	7.15e-101	1.90e-102	0.0954	-21.490728	-2.050701	483.53	MAP3K5	mitogen-activated protein kinase kinase kinase 5
4092	1.25e-100	3.33e-102	0.0695	21.464633	1.492827	869.76	SMAD7	SMAD family member 7
51339	1.96e-100	5.23e-102	0.1344	21.443688	2.882355	1388.49	DACT1	dishevelled binding antagonist of beta catenin 1
7037	1.10e-99	2.94e-101	0.0385	21.363257	0.822611	4581.71	TFRC	transferrin receptor
129642	1.37e-99	3.69e-101	0.0533	21.352591	1.138581	1551.82	MBOAT2	membrane bound O-acyltransferase domain containing 2
2202	1.44e-99	3.87e-101	0.0401	-21.350399	-0.85596	4840.68	EFEMP1	EGF containing fibulin extracellular matrix protein 1
347902	3.08e-99	8.30e-101	0.1898	21.314681	4.045053	3538.57	AMIGO2	adhesion molecule with Ig like domain 2
7408	3.65e-99	9.87e-101	0.0482	21.306567	1.027464	2450.97	VASP	vasodilator stimulated phosphoprotein
79856	4.92e-99	1.33e-100	0.0397	21.292429	0.8456	3828.05	SNX22	sorting nexin 22
26472	5.47e-99	1.49e-100	0.0468	21.2874	0.996739	2114.03	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
9655	6.14e-99	1.67e-100	0.057	-21.281865	-1.213664	1389.14	SOCS5	suppressor of cytokine signaling 5
9496	7.47e-99	2.04e-100	0.0703	-21.272533	-1.495546	819.59	TBX4	T-box transcription factor 4
2052	9.48e-98	2.59e-99	0.0824	-21.152945	-1.743705	687.62	EPHX1	epoxide hydrolase 1
6778	1.32e-97	3.63e-99	0.045	-21.137123	-0.951574	2322.13	STAT6	signal transducer and activator of transcription 6
817	2.22e-97	6.10e-99	0.0526	-21.112519	-1.110464	1830.34	CAMK2D	calcium/calmodulin dependent protein kinase II delta
51465	2.52e-97	6.94e-99	0.0457	21.106458	0.965034	2039.54	UBE2J1	ubiquitin conjugating enzyme E2 J1
57591	5.18e-97	1.43e-98	0.0581	21.072201	1.224917	1301.59	MRTFA	myocardin related transcription factor A
10424	8.26e-97	2.28e-98	0.0447	21.05005	0.941722	2441.28	PGRMC2	progesterone receptor membrane component 2
165215	2.56e-96	7.09e-98	0.0974	-20.996322	-2.044902	485.16	FAM171B	family with sequence similarity 171 member B
25894	3.10e-96	8.61e-98	0.1129	-20.987066	-2.369989	369.58	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
23576	9.36e-96	2.61e-97	0.0401	20.934338	0.839291	3936.23	DDAH1	dimethylarginine dimethylaminohydrolase 1
57124	1.67e-95	4.67e-97	0.0604	-20.906482	-1.261832	1438.48	CD248	CD248 molecule
1803	1.68e-95	4.71e-97	0.1002	-20.906132	-2.09377	441.4	DPP4	dipeptidyl peptidase 4
1845	2.91e-95	8.18e-97	0.0549	20.879786	1.146387	1630.86	DUSP3	dual specificity phosphatase 3
2259	1.36e-94	3.83e-96	0.0506	20.805891	1.053299	2768.06	FGF14	fibroblast growth factor 14
170689	1.47e-94	4.15e-96	0.0954	-20.802048	-1.985241	483.33	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
4627	1.56e-94	4.41e-96	0.0361	20.799127	0.750538	69248.63	MYH9	myosin heavy chain 9
10550	1.98e-94	5.60e-96	0.0493	-20.787607	-1.024567	2143.67	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
3776	2.44e-94	6.92e-96	0.127	-20.777492	-2.639417	310.19	KCNK2	potassium two pore domain channel subfamily K member 2
29927	5.92e-94	1.68e-95	0.0389	20.734747	0.805719	10796.92	SEC61A1	SEC61 translocon subunit alpha 1
79047	2.32e-92	6.61e-94	0.0725	20.557367	1.489856	779.68	KCTD15	potassium channel tetramerization domain containing 15
9037	3.62e-92	1.04e-93	0.0542	-20.535608	-1.112243	1845.58	SEMA5A	semaphorin 5A
58505	3.73e-92	1.07e-93	0.0498	20.534133	1.021708	1954.42	OSTC	oligosaccharyltransferase complex non-catalytic subunit
51330	1.66e-91	4.76e-93	0.0576	20.461402	1.178578	2665.6	TNFRSF12A	TNF receptor superfamily member 12A
84929	2.18e-91	6.27e-93	0.0757	20.447876	1.547611	628.55	FIBCD1	fibrinogen C domain containing 1
10512	3.05e-91	8.78e-93	0.0367	20.431483	0.749438	7996.08	SEMA3C	semaphorin 3C
152503	3.12e-91	9.01e-93	0.0585	-20.43022	-1.194447	1180.48	SH3D19	SH3 domain containing 19
3998	3.18e-91	9.20e-93	0.0366	20.429221	0.747834	5552.74	LMAN1	lectin, mannose binding 1
57333	4.66e-91	1.35e-92	0.0428	20.41043	0.874534	4080.62	RCN3	reticulocalbin 3
9123	5.22e-91	1.52e-92	0.0501	20.404712	1.02283	3140.41	SLC16A3	solute carrier family 16 member 3
10209	5.54e-90	1.61e-91	0.0334	20.28882	0.676887	7354.23	EIF1	eukaryotic translation initiation factor 1
4688	6.52e-90	1.90e-91	0.1129	20.280693	2.290668	344.21	NCF2	neutrophil cytosolic factor 2
994	6.82e-90	2.00e-91	0.0562	-20.278376	-1.140213	1289.08	CDC25B	cell division cycle 25B
10193	7.26e-90	2.13e-91	0.0523	20.275207	1.060084	1526.59	RNF41	ring finger protein 41
1054	1.67e-89	4.92e-91	0.0539	20.233974	1.090704	1424.72	CEBPG	CCAAT enhancer binding protein gamma
6522	2.62e-89	7.71e-91	0.0456	20.211767	0.921891	2252.22	SLC4A2	solute carrier family 4 member 2
8894	3.22e-89	9.50e-91	0.0403	20.201477	0.814843	3840.46	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
651746	3.82e-89	1.13e-90	0.1451	-20.192854	-2.929343	264.38	ANKRD33B	ankyrin repeat domain 33B
3340	4.15e-89	1.23e-90	0.0426	20.188685	0.860441	4334.28	NDST1	N-deacetylase and N-sulfotransferase 1
7296	1.12e-88	3.33e-90	0.0403	-20.139448	-0.81124	5167.88	TXNRD1	thioredoxin reductase 1
50810	3.02e-88	8.99e-90	0.0482	20.090174	0.967915	1820.59	HDGFL3	HDGF like 3
7094	3.73e-88	1.11e-89	0.0331	20.079548	0.664573	19092.29	TLN1	talin 1
5899	4.95e-88	1.48e-89	0.0461	20.065464	0.924824	2191.42	RALB	RAS like proto-oncogene B
54587	6.41e-88	1.92e-89	0.0357	20.052437	0.714992	8561	MXRA8	matrix remodeling associated 8
23516	6.78e-88	2.04e-89	0.0441	20.049556	0.883826	2619.55	SLC39A14	solute carrier family 39 member 14
55740	6.95e-88	2.09e-89	0.0399	20.048261	0.799309	3388.3	ENAH	ENAH actin regulator
2887	7.02e-88	2.12e-89	0.0493	20.047609	0.988783	1738.18	GRB10	growth factor receptor bound protein 10
5154	8.17e-88	2.47e-89	0.1313	20.040001	2.630624	254.38	PDGFA	platelet derived growth factor subunit A
4643	1.50e-87	4.54e-89	0.0609	20.009612	1.218523	1106	MYO1E	myosin IE
118788	2.32e-87	7.03e-89	0.1617	19.987813	3.231561	209.79	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
3976	4.27e-87	1.30e-88	0.0563	19.957126	1.12335	2141.79	LIF	LIF interleukin 6 family cytokine
2634	6.52e-87	1.99e-88	0.0802	-19.935932	-1.598625	715.31	GBP2	guanylate binding protein 2
